helpful,name,postDate,reviewBody,reviewTitle,starRating,verifiedPurchase
One person found this helpful,Charles W. Long,"Reviewed in the United States on March 7, 2012","I bought this product as a package deal with a Nikon lens. Obviously I wanted the protection filter to be immediately placed on the lens when it arrived. The lens arrived yesterday and God only knows when our Postal Service (an oxymoron if I ever heard one) may get around to delivering the filter-- that is, if the Postal Person carrying it doesn't think it is too inconvenient to carry. and simply drops it in a trash bin.I am sure that many reading this will consider my evaluation to be too harsh. So be it, but I think that any merchant who values his product and his own reputation so little as to make them depend upon our Postal System doesn't care. For that reason I consider the 3 stars I have awarded to be excessively tolerant and generous.","May be great product, but slow delivery is annoying",3.0 out of 5 stars,Verified Purchase
2 people found this helpful,Robert E. Pooley,"Reviewed in the United States on May 7, 2015",Does its job,Four Stars,4.0 out of 5 stars,Verified Purchase
4 people found this helpful,Jim Bunch,"Reviewed in the United States on April 9, 2014","Great product, is exactly what was advertised.No box, bag or packaging.Packing, however was very poor as the filter was just thrown into the box. No protection at all.",works as advertised,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Gypsygma,"Reviewed in the United States on October 24, 2015",Good quality. A+++ transaction.,Good quality. A+++ transaction,5.0 out of 5 stars,Verified Purchase
One person found this helpful,MICHAEL D,"Reviewed in the United States on December 15, 2013",Fits the lens and seems to do what it is supposed to do. I would buy it again for sure.,Fits the lens and seems to do what it is supposed to do.,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,tyler,"Reviewed in the United States on December 15, 2015",Perfect fit,Tiffen 67mm UV Protection.,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,camera-guy,"Reviewed in the United States on November 8, 2014",arrived quickly. no problems,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Betty Guerra Perdomo,"Reviewed in the United States on November 6, 2012",This is a great filter. It works great with my Tamron 100-300mm. Price is very good and the quality is excellent.,Very Good.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,S. Rios,"Reviewed in the United States on April 7, 2015",Good quality. Works as advertised.,Nice,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,sz,"Reviewed in the United States on March 21, 2017",The glass is moving around the ring.,Poor Quality control,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Sam from Santa Monica,"Reviewed in the United States on November 15, 2014",Why pay more?,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Joao Luiz S. Lima,"Reviewed in the United States on October 3, 2016",Important item for my photo gear. Don't leave home without it.,Don't leave home without it.,4.0 out of 5 stars,Verified Purchase
One person found this helpful,AshPen,"Reviewed in the United States on September 5, 2014",Good product.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Greg,"Reviewed in the United States on December 13, 2010","Happy with these filters, perfect for any beginner photographer. Using these with the lenses that came with my Nikon d3000.",Good,5.0 out of 5 stars,Verified Purchase
125 people found this helpful,Diego P.,"Reviewed in the United States on September 15, 2014",good!!,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,THOMAS R.,"Reviewed in the United States on January 23, 2013","Helps to keep dirt off the lens and protects from fingerprints, a simple way to save your lens on the cheap",What can I say,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Ben Cornelius,"Reviewed in the United States on August 20, 2012",It doesn't color/alter the image at all and it's a hell of a lot more easy to clean/replace than the $1500 lens you're putting it on. Get it.,Get it,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Curly,"Reviewed in the United States on April 14, 2016",works perfect,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,natanielgomez,"Reviewed in the United States on April 29, 2018",This fit perfect !! The thread on it was very smooth and the glass was really nice no scratches just perfect,This fit perfect!! The thread on it was very smooth ...,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Corey,"Reviewed in the United States on July 9, 2011",Great fit on the panasonic hvx200. Best uv filter on the market for the money. No lens distortion or anything of that nature. The only thing that makes this a 40 dollar filter is the fact that it's not dual coated to stop sun flare. For the money it's totally worth it to protect your several thousand dollar camera. Highly recommend Tiffen products.,Tiffen 82mm uv filter,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,Ralph,"Reviewed in the United States on November 25, 2009",I bought this filter for use on a Canon HF200 camcorder. The quality is good. I basically use it to protect the lens and it does not affect focus nor clarity. This filter is well constucted.,Good quality for a great price.,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Robert S. Berner,"Reviewed in the United States on September 16, 2015",Works as directed.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,gaby diepen,"Reviewed in the United States on July 28, 2015",Ok,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Stewart Corman,"Reviewed in the United States on August 26, 2013",Always top quality and made in USA ..what more could you ask for?Tiffen is a brand worth looking for.,camera filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Danny,"Reviewed in the United States on November 16, 2014",well made,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Jane C. Tutton,"Reviewed in the United States on December 21, 2008",This is a great price for a filter. It appears to be glass and protects well. Hasn't scratched so far. I would recommend it instead of the very high prices some stores charge.,great priced filter,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Scott Poss,"Reviewed in the United States on September 23, 2015",A necessity.,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Kristian,"Reviewed in the United States on March 28, 2013","Excelente calidad, el producto llegó sin problemas e intacto. . . . . . . . . . . .",Nice!,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,Amazon Customer,"Reviewed in the United States on July 21, 2016",,Five Stars,5.0 out of 5 stars,Verified Purchase
10 people found this helpful,marie nantes,"Reviewed in the United States on March 19, 2015",love it!,Five Stars,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Alabama Flash,"Reviewed in the United States on September 14, 2015",The filter saved my lens when I dropped my camera on a concrete floor. The only damage was a cracked filter. NEVER leave home without one!!,The filter saved my lens when I dropped my camera ...,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Luca,"Reviewed in the United States on July 26, 2017",Exactly what I wanted!!,Five Stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,zorro195069,"Reviewed in the United States on July 17, 2013",This uv filter is a must for protection of any good lens. My friend had one on his lens and the filter broke but the lens was flaw less!,Another protection,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,fsrick,"Reviewed in the United States on October 9, 2011","this comes free if you buy a nikon lens, but as many customers said, it has very bad flares when shooting next lights. so not much useful.","cheap, but no use",2.0 out of 5 stars,Verified Purchase
One person found this helpful,Donbar,"Reviewed in the United States on March 4, 2015",Quite good quality for the price paid,Good Value For The Price,4.0 out of 5 stars,Verified Purchase
One person found this helpful,John Thompson,"Reviewed in the United States on August 1, 2008",Very good delivery time and easy transaction with Amazon. The quality of the filter was excellent -- use it to protect my lenses.,Camera filter,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Naudia T.,"Reviewed in the United States on November 8, 2015",awesome,Five Stars,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,WP2016,"Reviewed in the United States on March 8, 2007","Another cheap Tiffen filter with acceptable quality. Good enough for lens protection. I bought it for Nikkor 70-300 VR. I will definitely not like it for Nikkor 18-70. And I really don't like how its low quality mark painting on the ring, though it doesn't matter much.",Screw ring too thick,3.0 out of 5 stars,Verified Purchase
